TenantId,Computer,SourceSystem,"TimeGenerated [UTC]",EventId,SubType,Message,TaskCategory,ClientIP,Name,Result,IPAddresses,QueryType,ResultCode,MaliciousIP,IndicatorThreatType,Description,Confidence,Severity,ReportReferenceLink,RemoteIPLongitude,RemoteIPLatitude,RemoteIPCountry,Type,"_ResourceId"
8ecf8077-cf51-4820-aadd-14040956f35d,"DC01.seccxp.ninja",OpsManager,"30-9-2022 06:27:31.863",257,LookupQuery,,,"::1","8ecf8077-cf51-4820-aadd-14040956f35d.ods.opinsights.azure.com",,"20.44.8.3",A,0,,,,,,,,,,DnsEvents,"/subscriptions/d1d8779d-38d7-4f06-91db-9cbc8de0176f/resourcegroups/simuland/providers/microsoft.compute/virtualmachines/dc01"
